raceId,year,round,circuitId,name,location,country,lat,lng
1091,2022,17,15,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864
1092,2022,18,22,Suzuka Circuit,Suzuka,Japan,34.8431,136.541
1093,2022,19,69,Circuit of the Americas,Austin,USA,30.1328,-97.6411
1094,2022,20,32,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907
1095,2022,21,18,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997
1096,2022,22,24,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031
1098,2023,1,3,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106
1099,2023,2,77,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,21.6319,39.1044
1100,2023,3,1,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968
1101,2023,4,73,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533
1102,2023,5,79,Miami International Autodrome,Miami,USA,25.9581,-80.2389
1104,2023,6,6,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
1105,2023,7,4,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111
1106,2023,8,7,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228
1107,2023,9,70,Red Bull Ring,Spielberg,Austria,47.2197,14.7647
1108,2023,10,9,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
1109,2023,11,11,Hungaroring,Budapest,Hungary,47.5789,19.2486
1110,2023,12,13,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
1111,2023,13,39,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
1112,2023,14,14,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
1113,2023,15,15,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864
1114,2023,16,22,Suzuka Circuit,Suzuka,Japan,34.8431,136.541
1115,2023,17,78,Losail International Circuit,Al Daayen,Qatar,25.49,51.4542
1116,2023,18,69,Circuit of the Americas,Austin,USA,30.1328,-97.6411
1117,2023,19,32,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907
1118,2023,20,18,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997
1119,2023,21,80,Las Vegas Strip Street Circuit,Las Vegas,United States,36.1147,-115.173
1120,2023,22,24,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031
