raceId,year,round,circuitId,name,location,country,lat,lng
391,1987,4,6,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
392,1987,5,37,Detroit Street Circuit,Detroit,USA,42.3298,-83.0401
393,1987,6,34,Circuit Paul Ricard,Le Castellet,France,43.2506,5.79167
394,1987,7,9,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
395,1987,8,10,Hockenheimring,Hockenheim,Germany,49.3278,8.56583
396,1987,9,11,Hungaroring,Budapest,Hungary,47.5789,19.2486
397,1987,10,70,Red Bull Ring,Spielberg,Austria,47.2197,14.7647
398,1987,11,14,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
399,1987,12,27,Autódromo do Estoril,Estoril,Portugal,38.7506,-9.39417
400,1987,13,26,Circuito de Jerez,Jerez de la Frontera,Spain,36.7083,-6.03417
401,1987,14,32,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907
402,1987,15,22,Suzuka Circuit,Suzuka,Japan,34.8431,136.541
403,1987,16,29,Adelaide Street Circuit,Adelaide,Australia,-34.9272,138.617
404,1986,1,36,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,-22.9756,-43.395
405,1986,2,26,Circuito de Jerez,Jerez de la Frontera,Spain,36.7083,-6.03417
406,1986,3,21,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167
407,1986,4,6,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
408,1986,5,13,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
409,1986,6,7,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228
410,1986,7,37,Detroit Street Circuit,Detroit,USA,42.3298,-83.0401
411,1986,8,34,Circuit Paul Ricard,Le Castellet,France,43.2506,5.79167
412,1986,9,38,Brands Hatch,Kent,UK,51.3569,0.263056
413,1986,10,10,Hockenheimring,Hockenheim,Germany,49.3278,8.56583
414,1986,11,11,Hungaroring,Budapest,Hungary,47.5789,19.2486
415,1986,12,70,Red Bull Ring,Spielberg,Austria,47.2197,14.7647
416,1986,13,14,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
417,1986,14,27,Autódromo do Estoril,Estoril,Portugal,38.7506,-9.39417
418,1986,15,32,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907
419,1986,16,29,Adelaide Street Circuit,Adelaide,Australia,-34.9272,138.617
420,1985,1,36,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,-22.9756,-43.395
421,1985,2,27,Autódromo do Estoril,Estoril,Portugal,38.7506,-9.39417
422,1985,3,21,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167
423,1985,4,6,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
424,1985,5,7,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228
425,1985,6,37,Detroit Street Circuit,Detroit,USA,42.3298,-83.0401
426,1985,7,34,Circuit Paul Ricard,Le Castellet,France,43.2506,5.79167
427,1985,8,9,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
428,1985,9,20,Nürburgring,Nürburg,Germany,50.3356,6.9475
429,1985,10,70,Red Bull Ring,Spielberg,Austria,47.2197,14.7647
430,1985,11,39,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
431,1985,12,14,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
432,1985,13,13,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
433,1985,14,38,Brands Hatch,Kent,UK,51.3569,0.263056
434,1985,15,30,Kyalami,Midrand,South Africa,-25.9894,28.0767
435,1985,16,29,Adelaide Street Circuit,Adelaide,Australia,-34.9272,138.617
436,1984,1,36,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,-22.9756,-43.395
437,1984,2,30,Kyalami,Midrand,South Africa,-25.9894,28.0767
438,1984,3,40,Zolder,Heusden-Zolder,Belgium,50.9894,5.25694
439,1984,4,21,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167
440,1984,5,41,Dijon-Prenois,Dijon,France,47.3625,4.89913
441,1984,6,6,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
442,1984,7,7,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228
443,1984,8,37,Detroit Street Circuit,Detroit,USA,42.3298,-83.0401
444,1984,9,42,Fair Park,Dallas,USA,32.7774,-96.7587
445,1984,10,38,Brands Hatch,Kent,UK,51.3569,0.263056
446,1984,11,10,Hockenheimring,Hockenheim,Germany,49.3278,8.56583
447,1984,12,70,Red Bull Ring,Spielberg,Austria,47.2197,14.7647
448,1984,13,39,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
449,1984,14,14,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
450,1984,15,20,Nürburgring,Nürburg,Germany,50.3356,6.9475
451,1984,16,27,Autódromo do Estoril,Estoril,Portugal,38.7506,-9.39417
452,1983,1,36,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,-22.9756,-43.395
453,1983,2,43,Long Beach,California,USA,33.7651,-118.189
454,1983,3,34,Circuit Paul Ricard,Le Castellet,France,43.2506,5.79167
455,1983,4,21,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167
456,1983,5,6,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
457,1983,6,13,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
458,1983,7,37,Detroit Street Circuit,Detroit,USA,42.3298,-83.0401
459,1983,8,7,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228
460,1983,9,9,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
461,1983,10,10,Hockenheimring,Hockenheim,Germany,49.3278,8.56583
462,1983,11,70,Red Bull Ring,Spielberg,Austria,47.2197,14.7647
463,1983,12,39,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
464,1983,13,14,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
465,1983,14,38,Brands Hatch,Kent,UK,51.3569,0.263056
466,1983,15,30,Kyalami,Midrand,South Africa,-25.9894,28.0767
467,1982,1,30,Kyalami,Midrand,South Africa,-25.9894,28.0767
468,1982,2,36,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,-22.9756,-43.395
469,1982,3,43,Long Beach,California,USA,33.7651,-118.189
470,1982,4,21,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167
471,1982,5,40,Zolder,Heusden-Zolder,Belgium,50.9894,5.25694
472,1982,6,6,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
473,1982,7,37,Detroit Street Circuit,Detroit,USA,42.3298,-83.0401
474,1982,8,7,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228
475,1982,9,39,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
476,1982,10,38,Brands Hatch,Kent,UK,51.3569,0.263056
477,1982,11,34,Circuit Paul Ricard,Le Castellet,France,43.2506,5.79167
478,1982,12,10,Hockenheimring,Hockenheim,Germany,49.3278,8.56583
479,1982,13,70,Red Bull Ring,Spielberg,Austria,47.2197,14.7647
480,1982,14,41,Dijon-Prenois,Dijon,France,47.3625,4.89913
481,1982,15,14,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
482,1982,16,44,Las Vegas Street Circuit,Nevada,USA,36.1162,-115.174
483,1981,1,43,Long Beach,California,USA,33.7651,-118.189
484,1981,2,36,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,-22.9756,-43.395
485,1981,3,25,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-34.6943,-58.4593
486,1981,4,21,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167
487,1981,5,40,Zolder,Heusden-Zolder,Belgium,50.9894,5.25694
488,1981,6,6,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
489,1981,7,45,Jarama,Madrid,Spain,40.6171,-3.58558
490,1981,8,41,Dijon-Prenois,Dijon,France,47.3625,4.89913
491,1981,9,9,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
492,1981,10,10,Hockenheimring,Hockenheim,Germany,49.3278,8.56583
493,1981,11,70,Red Bull Ring,Spielberg,Austria,47.2197,14.7647
494,1981,12,39,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
495,1981,13,14,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
496,1981,14,7,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228
497,1981,15,44,Las Vegas Street Circuit,Nevada,USA,36.1162,-115.174
498,1980,1,25,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-34.6943,-58.4593
499,1980,2,18,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997
500,1980,3,30,Kyalami,Midrand,South Africa,-25.9894,28.0767
501,1980,4,43,Long Beach,California,USA,33.7651,-118.189
502,1980,5,40,Zolder,Heusden-Zolder,Belgium,50.9894,5.25694
503,1980,6,6,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
504,1980,7,34,Circuit Paul Ricard,Le Castellet,France,43.2506,5.79167
505,1980,8,38,Brands Hatch,Kent,UK,51.3569,0.263056
506,1980,9,10,Hockenheimring,Hockenheim,Germany,49.3278,8.56583
507,1980,10,70,Red Bull Ring,Spielberg,Austria,47.2197,14.7647
508,1980,11,39,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
509,1980,12,21,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167
510,1980,13,7,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228
511,1980,14,46,Watkins Glen,New York State,USA,42.3369,-76.9272
512,1979,1,25,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-34.6943,-58.4593
513,1979,2,18,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997
514,1979,3,30,Kyalami,Midrand,South Africa,-25.9894,28.0767
515,1979,4,43,Long Beach,California,USA,33.7651,-118.189
516,1979,5,45,Jarama,Madrid,Spain,40.6171,-3.58558
517,1979,6,40,Zolder,Heusden-Zolder,Belgium,50.9894,5.25694
518,1979,7,6,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
519,1979,8,41,Dijon-Prenois,Dijon,France,47.3625,4.89913
520,1979,9,9,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
521,1979,10,10,Hockenheimring,Hockenheim,Germany,49.3278,8.56583
522,1979,11,70,Red Bull Ring,Spielberg,Austria,47.2197,14.7647
523,1979,12,39,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
524,1979,13,14,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
525,1979,14,7,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228
526,1979,15,46,Watkins Glen,New York State,USA,42.3369,-76.9272
527,1978,1,25,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-34.6943,-58.4593
528,1978,2,36,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,-22.9756,-43.395
529,1978,3,30,Kyalami,Midrand,South Africa,-25.9894,28.0767
530,1978,4,43,Long Beach,California,USA,33.7651,-118.189
531,1978,5,6,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
532,1978,6,40,Zolder,Heusden-Zolder,Belgium,50.9894,5.25694
533,1978,7,45,Jarama,Madrid,Spain,40.6171,-3.58558
534,1978,8,47,Scandinavian Raceway,Anderstorp,Sweden,57.2653,13.6042
535,1978,9,34,Circuit Paul Ricard,Le Castellet,France,43.2506,5.79167
536,1978,10,38,Brands Hatch,Kent,UK,51.3569,0.263056
537,1978,11,10,Hockenheimring,Hockenheim,Germany,49.3278,8.56583
538,1978,12,70,Red Bull Ring,Spielberg,Austria,47.2197,14.7647
539,1978,13,39,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
540,1978,14,14,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
541,1978,15,46,Watkins Glen,New York State,USA,42.3369,-76.9272
542,1978,16,7,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228
543,1977,1,25,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-34.6943,-58.4593
544,1977,2,18,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997
545,1977,3,30,Kyalami,Midrand,South Africa,-25.9894,28.0767
546,1977,4,43,Long Beach,California,USA,33.7651,-118.189
547,1977,5,45,Jarama,Madrid,Spain,40.6171,-3.58558
548,1977,6,6,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
549,1977,7,40,Zolder,Heusden-Zolder,Belgium,50.9894,5.25694
550,1977,8,47,Scandinavian Raceway,Anderstorp,Sweden,57.2653,13.6042
551,1977,9,41,Dijon-Prenois,Dijon,France,47.3625,4.89913
552,1977,10,9,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
553,1977,11,10,Hockenheimring,Hockenheim,Germany,49.3278,8.56583
554,1977,12,70,Red Bull Ring,Spielberg,Austria,47.2197,14.7647
555,1977,13,39,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
556,1977,14,14,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
557,1977,15,46,Watkins Glen,New York State,USA,42.3369,-76.9272
558,1977,16,48,Mosport International Raceway,Ontario,Canada,44.0481,-78.6756
559,1977,17,16,Fuji Speedway,Oyama,Japan,35.3717,138.927
560,1976,1,18,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997
561,1976,2,30,Kyalami,Midrand,South Africa,-25.9894,28.0767
562,1976,3,43,Long Beach,California,USA,33.7651,-118.189
563,1976,4,45,Jarama,Madrid,Spain,40.6171,-3.58558
564,1976,5,40,Zolder,Heusden-Zolder,Belgium,50.9894,5.25694
565,1976,6,6,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
566,1976,7,47,Scandinavian Raceway,Anderstorp,Sweden,57.2653,13.6042
567,1976,8,34,Circuit Paul Ricard,Le Castellet,France,43.2506,5.79167
568,1976,9,38,Brands Hatch,Kent,UK,51.3569,0.263056
569,1976,10,20,Nürburgring,Nürburg,Germany,50.3356,6.9475
570,1976,11,70,Red Bull Ring,Spielberg,Austria,47.2197,14.7647
571,1976,12,39,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
572,1976,13,14,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
573,1976,14,48,Mosport International Raceway,Ontario,Canada,44.0481,-78.6756
574,1976,15,46,Watkins Glen,New York State,USA,42.3369,-76.9272
575,1976,16,16,Fuji Speedway,Oyama,Japan,35.3717,138.927
576,1975,1,25,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-34.6943,-58.4593
577,1975,2,18,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997
578,1975,3,30,Kyalami,Midrand,South Africa,-25.9894,28.0767
579,1975,4,49,Montjuïc,Barcelona,Spain,41.3664,2.15167
580,1975,5,6,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
581,1975,6,40,Zolder,Heusden-Zolder,Belgium,50.9894,5.25694
582,1975,7,47,Scandinavian Raceway,Anderstorp,Sweden,57.2653,13.6042
583,1975,8,39,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
584,1975,9,34,Circuit Paul Ricard,Le Castellet,France,43.2506,5.79167
585,1975,10,9,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
586,1975,11,20,Nürburgring,Nürburg,Germany,50.3356,6.9475
587,1975,12,70,Red Bull Ring,Spielberg,Austria,47.2197,14.7647
588,1975,13,14,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
589,1975,14,46,Watkins Glen,New York State,USA,42.3369,-76.9272
590,1974,1,25,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-34.6943,-58.4593
591,1974,2,18,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997
592,1974,3,30,Kyalami,Midrand,South Africa,-25.9894,28.0767
593,1974,4,45,Jarama,Madrid,Spain,40.6171,-3.58558
594,1974,5,50,Nivelles-Baulers,Brussels,Belgium,50.6211,4.32694
595,1974,6,6,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
596,1974,7,47,Scandinavian Raceway,Anderstorp,Sweden,57.2653,13.6042
597,1974,8,39,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
598,1974,9,41,Dijon-Prenois,Dijon,France,47.3625,4.89913
599,1974,10,38,Brands Hatch,Kent,UK,51.3569,0.263056
600,1974,11,20,Nürburgring,Nürburg,Germany,50.3356,6.9475
601,1974,12,70,Red Bull Ring,Spielberg,Austria,47.2197,14.7647
602,1974,13,14,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
603,1974,14,48,Mosport International Raceway,Ontario,Canada,44.0481,-78.6756
604,1974,15,46,Watkins Glen,New York State,USA,42.3369,-76.9272
605,1973,1,25,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-34.6943,-58.4593
606,1973,2,18,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997
607,1973,3,30,Kyalami,Midrand,South Africa,-25.9894,28.0767
608,1973,4,49,Montjuïc,Barcelona,Spain,41.3664,2.15167
609,1973,5,40,Zolder,Heusden-Zolder,Belgium,50.9894,5.25694
610,1973,6,6,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
611,1973,7,47,Scandinavian Raceway,Anderstorp,Sweden,57.2653,13.6042
612,1973,8,34,Circuit Paul Ricard,Le Castellet,France,43.2506,5.79167
613,1973,9,9,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
614,1973,10,39,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
615,1973,11,20,Nürburgring,Nürburg,Germany,50.3356,6.9475
616,1973,12,70,Red Bull Ring,Spielberg,Austria,47.2197,14.7647
617,1973,13,14,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
618,1973,14,48,Mosport International Raceway,Ontario,Canada,44.0481,-78.6756
619,1973,15,46,Watkins Glen,New York State,USA,42.3369,-76.9272
620,1972,1,25,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-34.6943,-58.4593
621,1972,2,30,Kyalami,Midrand,South Africa,-25.9894,28.0767
622,1972,3,45,Jarama,Madrid,Spain,40.6171,-3.58558
623,1972,4,6,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
624,1972,5,50,Nivelles-Baulers,Brussels,Belgium,50.6211,4.32694
625,1972,6,51,Charade Circuit,Clermont-Ferrand,France,45.7472,3.03889
626,1972,7,38,Brands Hatch,Kent,UK,51.3569,0.263056
627,1972,8,20,Nürburgring,Nürburg,Germany,50.3356,6.9475
628,1972,9,70,Red Bull Ring,Spielberg,Austria,47.2197,14.7647
629,1972,10,14,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
630,1972,11,48,Mosport International Raceway,Ontario,Canada,44.0481,-78.6756
631,1972,12,46,Watkins Glen,New York State,USA,42.3369,-76.9272
632,1971,1,30,Kyalami,Midrand,South Africa,-25.9894,28.0767
633,1971,2,49,Montjuïc,Barcelona,Spain,41.3664,2.15167
634,1971,3,6,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
635,1971,4,39,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
636,1971,5,34,Circuit Paul Ricard,Le Castellet,France,43.2506,5.79167
637,1971,6,9,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
638,1971,7,20,Nürburgring,Nürburg,Germany,50.3356,6.9475
639,1971,8,70,Red Bull Ring,Spielberg,Austria,47.2197,14.7647
640,1971,9,14,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
641,1971,10,48,Mosport International Raceway,Ontario,Canada,44.0481,-78.6756
642,1971,11,46,Watkins Glen,New York State,USA,42.3369,-76.9272
643,1970,1,30,Kyalami,Midrand,South Africa,-25.9894,28.0767
644,1970,2,45,Jarama,Madrid,Spain,40.6171,-3.58558
645,1970,3,6,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
646,1970,4,13,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
647,1970,5,39,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
648,1970,6,51,Charade Circuit,Clermont-Ferrand,France,45.7472,3.03889
649,1970,7,38,Brands Hatch,Kent,UK,51.3569,0.263056
650,1970,8,10,Hockenheimring,Hockenheim,Germany,49.3278,8.56583
651,1970,9,70,Red Bull Ring,Spielberg,Austria,47.2197,14.7647
652,1970,10,14,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
653,1970,11,52,Circuit Mont-Tremblant,Quebec,Canada,46.1877,-74.6099
654,1970,12,46,Watkins Glen,New York State,USA,42.3369,-76.9272
655,1970,13,32,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907
656,1969,1,30,Kyalami,Midrand,South Africa,-25.9894,28.0767
657,1969,2,49,Montjuïc,Barcelona,Spain,41.3664,2.15167
658,1969,3,6,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
659,1969,4,39,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
660,1969,5,51,Charade Circuit,Clermont-Ferrand,France,45.7472,3.03889
661,1969,6,9,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
662,1969,7,20,Nürburgring,Nürburg,Germany,50.3356,6.9475
663,1969,8,14,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
664,1969,9,48,Mosport International Raceway,Ontario,Canada,44.0481,-78.6756
665,1969,10,46,Watkins Glen,New York State,USA,42.3369,-76.9272
666,1969,11,32,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907
667,1968,1,30,Kyalami,Midrand,South Africa,-25.9894,28.0767
668,1968,2,45,Jarama,Madrid,Spain,40.6171,-3.58558
669,1968,3,6,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
670,1968,4,13,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
671,1968,5,39,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
672,1968,6,53,Rouen-Les-Essarts,Rouen,France,49.3306,1.00458
673,1968,7,38,Brands Hatch,Kent,UK,51.3569,0.263056
674,1968,8,20,Nürburgring,Nürburg,Germany,50.3356,6.9475
675,1968,9,14,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
676,1968,10,52,Circuit Mont-Tremblant,Quebec,Canada,46.1877,-74.6099
677,1968,11,46,Watkins Glen,New York State,USA,42.3369,-76.9272
678,1968,12,32,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907
679,1967,1,30,Kyalami,Midrand,South Africa,-25.9894,28.0767
680,1967,2,6,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
681,1967,3,39,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
682,1967,4,13,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
683,1967,5,54,Le Mans,Le Mans,France,47.95,0.224231
684,1967,6,9,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
685,1967,7,20,Nürburgring,Nürburg,Germany,50.3356,6.9475
686,1967,8,48,Mosport International Raceway,Ontario,Canada,44.0481,-78.6756
687,1967,9,14,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
688,1967,10,46,Watkins Glen,New York State,USA,42.3369,-76.9272
689,1967,11,32,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907
690,1966,1,6,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
691,1966,2,13,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
692,1966,3,55,Reims-Gueux,Reims,France,49.2542,3.93083
693,1966,4,38,Brands Hatch,Kent,UK,51.3569,0.263056
694,1966,5,39,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
695,1966,6,20,Nürburgring,Nürburg,Germany,50.3356,6.9475
696,1966,7,14,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
697,1966,8,46,Watkins Glen,New York State,USA,42.3369,-76.9272
698,1966,9,32,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907
699,1965,1,56,Prince George Circuit,Eastern Cape Province,South Africa,-33.0486,27.8736
700,1965,2,6,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
701,1965,3,13,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
702,1965,4,51,Charade Circuit,Clermont-Ferrand,France,45.7472,3.03889
703,1965,5,9,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
704,1965,6,39,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
705,1965,7,20,Nürburgring,Nürburg,Germany,50.3356,6.9475
706,1965,8,14,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
707,1965,9,46,Watkins Glen,New York State,USA,42.3369,-76.9272
708,1965,10,32,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907
709,1964,1,6,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
710,1964,2,39,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
711,1964,3,13,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
712,1964,4,53,Rouen-Les-Essarts,Rouen,France,49.3306,1.00458
713,1964,5,38,Brands Hatch,Kent,UK,51.3569,0.263056
714,1964,6,20,Nürburgring,Nürburg,Germany,50.3356,6.9475
715,1964,7,57,Zeltweg,Styria,Austria,47.2039,14.7478
716,1964,8,14,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
717,1964,9,46,Watkins Glen,New York State,USA,42.3369,-76.9272
718,1964,10,32,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907
719,1963,1,6,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
720,1963,2,13,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
721,1963,3,39,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
722,1963,4,55,Reims-Gueux,Reims,France,49.2542,3.93083
723,1963,5,9,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
724,1963,6,20,Nürburgring,Nürburg,Germany,50.3356,6.9475
725,1963,7,14,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
726,1963,8,46,Watkins Glen,New York State,USA,42.3369,-76.9272
727,1963,9,32,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907
728,1963,10,56,Prince George Circuit,Eastern Cape Province,South Africa,-33.0486,27.8736
729,1962,1,39,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
730,1962,2,6,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
731,1962,3,13,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
732,1962,4,53,Rouen-Les-Essarts,Rouen,France,49.3306,1.00458
733,1962,5,58,Aintree,Liverpool,UK,53.4769,-2.94056
734,1962,6,20,Nürburgring,Nürburg,Germany,50.3356,6.9475
735,1962,7,14,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
736,1962,8,46,Watkins Glen,New York State,USA,42.3369,-76.9272
737,1962,9,56,Prince George Circuit,Eastern Cape Province,South Africa,-33.0486,27.8736
